"subject","trial_order","seed","condition","id","truth","ans","A_pro","B_pro","A_state","B_state"
"e86hgcopw",10,2,"unreliable","exp1a_s2_NP_u","NP","PP","N","P","P","P"
"e86hgcopw",11,4,"unreliable","exp1a_s4_PN_u","PN","GP","P","N","G","P"
"e86hgcopw",12,17,"unreliable","exp1a_s17_GP_u","GP","GP","G","P","G","P"
"e86hgcopw",13,18,"unreliable","exp1a_s18_NG_u","NG","NG","N","G","N","G"
"e86hgcopw",14,11,"unreliable","exp1a_s11_NP_u","NP","NP","N","P","N","P"
"e86hgcopw",15,16,"unreliable","exp1a_s16_GN_u","GN","GG","G","N","G","G"
"e86hgcopw",16,9,"unreliable","exp1a_s9_NG_u","NG","GG","N","G","G","G"
"e86hgcopw",17,5,"unreliable","exp1a_s5_PP_u","PP","NP","P","P","N","P"
"e86hgcopw",18,10,"unreliable","exp1a_s10_NN_u","NN","PG","N","N","P","G"
"h06utmrp3",1,4,"unreliable","exp1a_s4_GP_u","GP","NP","G","P","N","P"
"h06utmrp3",2,17,"unreliable","exp1a_s17_PG_u","PG","PG","P","G","P","G"
"h06utmrp3",3,3,"unreliable","exp1a_s3_GN_u","GN","GN","G","N","G","N"
"h06utmrp3",4,10,"unreliable","exp1a_s10_PP_u","PP","PN","P","P","P","N"
"h06utmrp3",5,13,"unreliable","exp1a_s13_GP_u","GP","GP","G","P","G","P"
"h06utmrp3",6,14,"unreliable","exp1a_s14_NG_u","NG","NG","N","G","N","G"
"h06utmrp3",7,11,"unreliable","exp1a_s11_GG_u","GG","GG","G","G","G","G"
"h06utmrp3",8,8,"unreliable","exp1a_s8_PG_u","PG","PG","P","G","P","G"
"h06utmrp3",9,18,"unreliable","exp1a_s18_PN_u","PN","PP","P","N","P","P"
"h06utmrp3",10,6,"unreliable","exp1a_s6_NN_u","NN","NP","N","N","N","P"
"h06utmrp3",11,16,"unreliable","exp1a_s16_NP_u","NP","NP","N","P","N","P"
"h06utmrp3",12,1,"unreliable","exp1a_s1_PP_u","PP","PP","P","P","P","P"
"h06utmrp3",13,15,"unreliable","exp1a_s15_NN_u","NN","NN","N","N","N","N"
"h06utmrp3",14,2,"unreliable","exp1a_s2_GG_u","GG","GG","G","G","G","G"
"h06utmrp3",15,9,"unreliable","exp1a_s9_PN_u","PN","PN","P","N","P","N"
"h06utmrp3",16,5,"unreliable","exp1a_s5_NG_u","NG","NG","N","G","N","G"
"h06utmrp3",17,7,"unreliable","exp1a_s7_NP_u","NP","PP","N","P","P","P"
"h06utmrp3",18,12,"unreliable","exp1a_s12_GN_u","GN","GP","G","N","G","P"
"4q68tl7mf",1,7,"unreliable","exp1a_s7_GP_u","GP","GN","G","P","G","N"
"4q68tl7mf",2,12,"unreliable","exp1a_s12_PN_u","PN","NG","P","N","N","G"
"4q68tl7mf",3,17,"unreliable","exp1a_s17_NG_u","NG","PP","N","G","P","P"
"4q68tl7mf",4,15,"unreliable","exp1a_s15_GN_u","GN","GG","G","N","G","G"
"4q68tl7mf",5,8,"unreliable","exp1a_s8_NG_u","NG","PP","N","G","P","P"
"4q68tl7mf",6,10,"unreliable","exp1a_s10_NP_u","NP","NN","N","P","N","N"
"4q68tl7mf",7,5,"unreliable","exp1a_s5_GG_u","GG","PP","G","G","P","P"
"4q68tl7mf",8,11,"unreliable","exp1a_s11_PG_u","PG","NN","P","G","N","N"
"4q68tl7mf",9,13,"unreliable","exp1a_s13_PP_u","PP","NN","P","P","N","N"
"4q68tl7mf",10,2,"unreliable","exp1a_s2_PG_u","PG","NP","P","G","N","P"
"4q68tl7mf",11,4,"unreliable","exp1a_s4_PP_u","PP","NN","P","P","N","N"
"4q68tl7mf",12,18,"unreliable","exp1a_s18_NN_u","NN","NN","N","N","N","N"
"4q68tl7mf",13,16,"unreliable","exp1a_s16_GP_u","GP","PN","G","P","P","N"
"4q68tl7mf",14,6,"unreliable","exp1a_s6_GN_u","GN","GP","G","N","G","P"
"4q68tl7mf",15,3,"unreliable","exp1a_s3_PN_u","PN","NN","P","N","N","N"
"4q68tl7mf",16,9,"unreliable","exp1a_s9_NN_u","NN","PP","N","N","P","P"
"4q68tl7mf",17,14,"unreliable","exp1a_s14_GG_u","GG","GG","G","G","G","G"
"4q68tl7mf",18,1,"unreliable","exp1a_s1_NP_u","NP","NN","N","P","N","N"
"a1aplz0po",1,11,"unreliable","exp1a_s11_PP_u","PP","PP","P","P","P","P"
"a1aplz0po",2,6,"unreliable","exp1a_s6_NG_u","NG","GN","N","G","G","N"
"a1aplz0po",3,10,"unreliable","exp1a_s10_PN_u","PN","PN","P","N","P","N"
"a1aplz0po",4,8,"unreliable","exp1a_s8_NP_u","NP","GP","N","P","G","P"
"a1aplz0po",5,2,"unreliable","exp1a_s2_PP_u","PP","PP","P","P","P","P"
"a1aplz0po",6,13,"unreliable","exp1a_s13_GN_u","GN","GN","G","N","G","N"
"a1aplz0po",7,9,"unreliable","exp1a_s9_PG_u","PG","PG","P","G","P","G"
"a1aplz0po",8,1,"unreliable","exp1a_s1_PN_u","PN","PN","P","N","P","N"
"a1aplz0po",9,5,"unreliable","exp1a_s5_GP_u","GP","GP","G","P","G","P"
"a1aplz0po",10,17,"unreliable","exp1a_s17_NP_u","NP","PP","N","P","P","P"
"a1aplz0po",11,12,"unreliable","exp1a_s12_GG_u","GG","GG","G","G","G","G"
"a1aplz0po",12,15,"unreliable","exp1a_s15_NG_u","NG","NG","N","G","N","G"
"a1aplz0po",13,18,"unreliable","exp1a_s18_PG_u","PG","PN","P","G","P","N"
"a1aplz0po",14,14,"unreliable","exp1a_s14_GP_u","GP","GP","G","P","G","P"
"a1aplz0po",15,7,"unreliable","exp1a_s7_NN_u","NN","NN","N","N","N","N"
"a1aplz0po",16,3,"unreliable","exp1a_s3_GG_u","GG","GG","G","G","G","G"
"a1aplz0po",17,16,"unreliable","exp1a_s16_NN_u","NN","PG","N","N","P","G"
"a1aplz0po",18,4,"unreliable","exp1a_s4_GN_u","GN","GG","G","N","G","G"
"ps6r8ccm1",1,15,"reliable","exp1a_s15_GG_r","GG","NN","G","G","N","N"
"ps6r8ccm1",2,11,"reliable","exp1a_s11_NP_r","NP","GP","N","P","G","P"
"ps6r8ccm1",3,17,"reliable","exp1a_s17_GP_r","GP","GN","G","P","G","N"
"ps6r8ccm1",4,4,"reliable","exp1a_s4_PN_r","PN","NG","P","N","N","G"
"ps6r8ccm1",5,16,"reliable","exp1a_s16_GN_r","GN","GP","G","N","G","P"
"ps6r8ccm1",6,12,"reliable","exp1a_s12_PG_r","PG","PG","P","G","P","G"
"ps6r8ccm1",7,9,"reliable","exp1a_s9_NG_r","NG","GP","N","G","G","P"
"ps6r8ccm1",8,8,"reliable","exp1a_s8_GP_r","GP","GP","G","P","G","P"
"ps6r8ccm1",9,6,"reliable","exp1a_s6_GG_r","GG","GG","G","G","G","G"
"ps6r8ccm1",10,13,"reliable","exp1a_s13_PN_r","PN","NG","P","N","N","G"
"ps6r8ccm1",11,10,"reliable","exp1a_s10_NN_r","NN","PP","N","N","P","P"
"ps6r8ccm1",12,14,"reliable","exp1a_s14_PP_r","PP","NN","P","P","N","N"
"ps6r8ccm1",13,1,"reliable","exp1a_s1_NN_r","NN","GG","N","N","G","G"
"ps6r8ccm1",14,7,"reliable","exp1a_s7_GN_r","GN","GG","G","N","G","G"
"ps6r8ccm1",15,18,"reliable","exp1a_s18_NG_r","NG","PG","N","G","P","G"
"ps6r8ccm1",16,5,"reliable","exp1a_s5_PP_r","PP","NN","P","P","N","N"
"ps6r8ccm1",17,3,"reliable","exp1a_s3_PG_r","PG","PG","P","G","P","G"
"ps6r8ccm1",18,2,"reliable","exp1a_s2_NP_r","NP","NP","N","P","N","P"
"m1anj6hml",1,4,"reliable","exp1a_s4_GP_r","GP","GP","G","P","G","P"
"m1anj6hml",2,10,"reliable","exp1a_s10_PP_r","PP","PP","P","P","P","P"
"m1anj6hml",3,6,"reliable","exp1a_s6_NN_r","NN","NN","N","N","N","N"
"m1anj6hml",4,7,"reliable","exp1a_s7_NP_r","NP","NP","N","P","N","P"
"m1anj6hml",5,12,"reliable","exp1a_s12_GN_r","GN","GN","G","N","G","N"
"m1anj6hml",6,11,"reliable","exp1a_s11_GG_r","GG","GG","G","G","G","G"
"m1anj6hml",7,9,"reliable","exp1a_s9_PN_r","PN","PN","P","N","P","N"
"m1anj6hml",8,1,"reliable","exp1a_s1_PP_r","PP","PP","P","P","P","P"
"m1anj6hml",9,16,"reliable","exp1a_s16_NP_r","NP","NP","N","P","N","P"
"m1anj6hml",10,2,"reliable","exp1a_s2_GG_r","GG","GG","G","G","G","G"
"m1anj6hml",11,15,"reliable","exp1a_s15_NN_r","NN","NN","N","N","N","N"
"m1anj6hml",12,8,"reliable","exp1a_s8_PG_r","PG","PN","P","G","P","N"
"m1anj6hml",13,13,"reliable","exp1a_s13_GP_r","GP","GP","G","P","G","P"
"m1anj6hml",14,18,"reliable","exp1a_s18_PN_r","PN","PN","P","N","P","N"
"m1anj6hml",15,3,"reliable","exp1a_s3_GN_r","GN","GN","G","N","G","N"
"m1anj6hml",16,14,"reliable","exp1a_s14_NG_r","NG","NG","N","G","N","G"
"m1anj6hml",17,17,"reliable","exp1a_s17_PG_r","PG","PG","P","G","P","G"
"m1anj6hml",18,5,"reliable","exp1a_s5_NG_r","NG","NG","N","G","N","G"
"hi65n4lme",1,5,"unreliable","exp1a_s5_NG_u","NG","GN","N","G","G","N"
"hi65n4lme",2,6,"unreliable","exp1a_s6_NN_u","NN","NN","N","N","N","N"
"hi65n4lme",3,11,"unreliable","exp1a_s11_GG_u","GG","GN","G","G","G","N"
"hi65n4lme",4,17,"unreliable","exp1a_s17_PG_u","PG","PN","P","G","P","N"
"hi65n4lme",5,13,"unreliable","exp1a_s13_GP_u","GP","GP","G","P","G","P"
"hi65n4lme",6,2,"unreliable","exp1a_s2_GG_u","GG","GG","G","G","G","G"
"hi65n4lme",7,16,"unreliable","exp1a_s16_NP_u","NP","GP","N","P","G","P"
"hi65n4lme",8,1,"unreliable","exp1a_s1_PP_u","PP","PP","P","P","P","P"
"hi65n4lme",9,7,"unreliable","exp1a_s7_NP_u","NP","NP","N","P","N","P"
"hi65n4lme",10,12,"unreliable","exp1a_s12_GN_u","GN","GN","G","N","G","N"
"hi65n4lme",11,15,"unreliable","exp1a_s15_NN_u","NN","NN","N","N","N","N"
"hi65n4lme",12,10,"unreliable","exp1a_s10_PP_u","PP","PN","P","P","P","N"
"hi65n4lme",13,14,"unreliable","exp1a_s14_NG_u","NG","NG","N","G","N","G"
"hi65n4lme",14,9,"unreliable","exp1a_s9_PN_u","PN","PN","P","N","P","N"
"hi65n4lme",15,8,"unreliable","exp1a_s8_PG_u","PG","NG","P","G","N","G"
"hi65n4lme",16,3,"unreliable","exp1a_s3_GN_u","GN","GN","G","N","G","N"
"hi65n4lme",17,4,"unreliable","exp1a_s4_GP_u","GP","GP","G","P","G","P"
"hi65n4lme",18,18,"unreliable","exp1a_s18_PN_u","PN","PG","P","N","P","G"
"93agbfgme",1,13,"unreliable","exp1a_s13_NP_u","NP","NP","N","P","N","P"
"93agbfgme",2,3,"unreliable","exp1a_s3_NN_u","NN","NP","N","N","N","P"
"93agbfgme",3,9,"unreliable","exp1a_s9_GN_u","GN","NN","G","N","N","N"
"93agbfgme",4,6,"unreliable","exp1a_s6_PN_u","PN","NP","P","N","N","P"
"93agbfgme",5,17,"unreliable","exp1a_s17_GG_u","GG","GN","G","G","G","N"
"93agbfgme",6,18,"unreliable","exp1a_s18_GN_u","GN","NP","G","N","N","P"
"93agbfgme",7,2,"unreliable","exp1a_s2_NG_u","NG","NG","N","G","N","G"
"93agbfgme",8,5,"unreliable","exp1a_s5_PG_u","PG","PG","P","G","P","G"
"93agbfgme",9,4,"unreliable","exp1a_s4_NP_u","NP","PN","N","P","P","N"
"93agbfgme",10,15,"unreliable","exp1a_s15_PN_u","PN","PN","P","N","P","N"
"93agbfgme",11,8,"unreliable","exp1a_s8_GG_u","GG","GG","G","G","G","G"
"93agbfgme",12,10,"unreliable","exp1a_s10_GP_u","GP","GP","G","P","G","P"
"93agbfgme",13,14,"unreliable","exp1a_s14_PG_u","PG","PG","P","G","P","G"
"93agbfgme",14,11,"unreliable","exp1a_s11_NG_u","NG","NG","N","G","N","G"
"93agbfgme",15,16,"unreliable","exp1a_s16_PP_u","PP","PP","P","P","P","P"
"93agbfgme",16,12,"unreliable","exp1a_s12_NN_u","NN","NP","N","N","N","P"
"93agbfgme",17,1,"unreliable","exp1a_s1_GP_u","GP","GP","G","P","G","P"
"93agbfgme",18,7,"unreliable","exp1a_s7_PP_u","PP","PP","P","P","P","P"
"19avmn9pe",1,5,"unreliable","exp1a_s5_GN_u","GN","GN","G","N","G","N"
"19avmn9pe",2,16,"unreliable","exp1a_s16_NG_u","NG","NG","N","G","N","G"
"19avmn9pe",3,10,"unreliable","exp1a_s10_PG_u","PG","PG","P","G","P","G"
"19avmn9pe",4,9,"unreliable","exp1a_s9_NP_u","NP","NP","N","P","N","P"
"19avmn9pe",5,8,"unreliable","exp1a_s8_NN_u","NN","NN","N","N","N","N"
"19avmn9pe",6,1,"unreliable","exp1a_s1_PG_u","PG","PG","P","G","P","G"
"19avmn9pe",7,11,"unreliable","exp1a_s11_PN_u","PN","PP","P","N","P","P"
"19avmn9pe",8,15,"unreliable","exp1a_s15_GP_u","GP","GP","G","P","G","P"
"19avmn9pe",9,2,"unreliable","exp1a_s2_PN_u","PN","PN","P","N","P","N"
"19avmn9pe",10,14,"unreliable","exp1a_s14_GN_u","GN","GN","G","N","G","N"
"19avmn9pe",11,3,"unreliable","exp1a_s3_PP_u","PP","PP","P","P","P","P"
"19avmn9pe",12,7,"unreliable","exp1a_s7_NG_u","NG","PG","N","G","P","G"
"19avmn9pe",13,18,"unreliable","exp1a_s18_NP_u","NP","NP","N","P","N","P"
"19avmn9pe",14,13,"unreliable","exp1a_s13_GG_u","GG","GG","G","G","G","G"
"19avmn9pe",15,6,"unreliable","exp1a_s6_GP_u","GP","GP","G","P","G","P"
"19avmn9pe",16,4,"unreliable","exp1a_s4_GG_u","GG","NG","G","G","N","G"
"19avmn9pe",17,17,"unreliable","exp1a_s17_NN_u","NN","NP","N","N","N","P"
"19avmn9pe",18,12,"unreliable","exp1a_s12_PP_u","PP","PP","P","P","P","P"
"eyajpjemu",1,7,"reliable","exp1a_s7_GP_r","GP","GP","G","P","G","P"
"eyajpjemu",2,4,"reliable","exp1a_s4_PP_r","PP","PP","P","P","P","P"
"eyajpjemu",3,11,"reliable","exp1a_s11_PG_r","PG","NG","P","G","N","G"
"eyajpjemu",4,10,"reliable","exp1a_s10_NP_r","NP","GN","N","P","G","N"
"eyajpjemu",5,14,"reliable","exp1a_s14_GG_r","GG","GG","G","G","G","G"
"eyajpjemu",6,8,"reliable","exp1a_s8_NG_r","NG","GN","N","G","G","N"
"eyajpjemu",7,9,"reliable","exp1a_s9_NN_r","NN","PG","N","N","P","G"
"eyajpjemu",8,15,"reliable","exp1a_s15_GN_r","GN","GP","G","N","G","P"
"eyajpjemu",9,5,"reliable","exp1a_s5_GG_r","GG","GG","G","G","G","G"
"eyajpjemu",10,6,"reliable","exp1a_s6_GN_r","GN","NP","G","N","N","P"
"eyajpjemu",11,13,"reliable","exp1a_s13_PP_r","PP","PP","P","P","P","P"
"eyajpjemu",12,3,"reliable","exp1a_s3_PN_r","PN","PG","P","N","P","G"
"eyajpjemu",13,17,"reliable","exp1a_s17_NG_r","NG","NG","N","G","N","G"
"eyajpjemu",14,18,"reliable","exp1a_s18_NN_r","NN","GG","N","N","G","G"
"eyajpjemu",15,12,"reliable","exp1a_s12_PN_r","PN","NG","P","N","N","G"
"eyajpjemu",16,1,"reliable","exp1a_s1_NP_r","NP","GP","N","P","G","P"
"eyajpjemu",17,2,"reliable","exp1a_s2_PG_r","PG","PG","P","G","P","G"
"eyajpjemu",18,16,"reliable","exp1a_s16_GP_r","GP","GN","G","P","G","N"
"26avx0em9",1,1,"reliable","exp1a_s1_GP_r","GP","NN","G","P","N","N"
"26avx0em9",2,7,"reliable","exp1a_s7_PP_r","PP","NN","P","P","N","N"
"26avx0em9",3,6,"reliable","exp1a_s6_PN_r","PN","NG","P","N","N","G"
"26avx0em9",4,11,"reliable","exp1a_s11_NG_r","NG","GG","N","G","G","G"
"26avx0em9",5,8,"reliable","exp1a_s8_GG_r","GG","GG","G","G","G","G"
"26avx0em9",6,16,"reliable","exp1a_s16_PP_r","PP","NN","P","P","N","N"
"26avx0em9",7,5,"reliable","exp1a_s5_PG_r","PG","NG","P","G","N","G"
"26avx0em9",8,3,"reliable","exp1a_s3_NN_r","NN","PG","N","N","P","G"
"26avx0em9",9,14,"reliable","exp1a_s14_PG_r","PG","PG","P","G","P","G"
"26avx0em9",10,4,"reliable","exp1a_s4_NP_r","NP","GP","N","P","G","P"
"26avx0em9",11,2,"reliable","exp1a_s2_NG_r","NG","GG","N","G","G","G"
"26avx0em9",12,17,"reliable","exp1a_s17_GG_r","GG","GG","G","G","G","G"
"26avx0em9",13,18,"reliable","exp1a_s18_GN_r","GN","GG","G","N","G","G"
"26avx0em9",14,10,"reliable","exp1a_s10_GP_r","GP","GN","G","P","G","N"
"26avx0em9",15,13,"reliable","exp1a_s13_NP_r","NP","GP","N","P","G","P"
"26avx0em9",16,9,"reliable","exp1a_s9_GN_r","GN","GG","G","N","G","G"
"26avx0em9",17,15,"reliable","exp1a_s15_PN_r","PN","NP","P","N","N","P"
"26avx0em9",18,12,"reliable","exp1a_s12_NN_r","NN","GG","N","N","G","G"
"xna1iwtpt",1,9,"unreliable","exp1a_s9_PN_u","PN","PN","P","N","P","N"
"xna1iwtpt",2,6,"unreliable","exp1a_s6_NN_u","NN","GP","N","N","G","P"
"xna1iwtpt",3,17,"unreliable","exp1a_s17_PG_u","PG","PP","P","G","P","P"
"xna1iwtpt",4,15,"unreliable","exp1a_s15_NN_u","NN","NN","N","N","N","N"
"xna1iwtpt",5,12,"unreliable","exp1a_s12_GN_u","GN","GP","G","N","G","P"
"xna1iwtpt",6,5,"unreliable","exp1a_s5_NG_u","NG","NG","N","G","N","G"
"xna1iwtpt",7,1,"unreliable","exp1a_s1_PP_u","PP","PP","P","P","P","P"
"xna1iwtpt",8,13,"unreliable","exp1a_s13_GP_u","GP","GP","G","P","G","P"
"xna1iwtpt",9,18,"unreliable","exp1a_s18_PN_u","PN","PP","P","N","P","P"
"xna1iwtpt",10,3,"unreliable","exp1a_s3_GN_u","GN","GP","G","N","G","P"
"xna1iwtpt",11,10,"unreliable","exp1a_s10_PP_u","PP","NN","P","P","N","N"
"xna1iwtpt",12,16,"unreliable","exp1a_s16_NP_u","NP","PP","N","P","P","P"
"xna1iwtpt",13,11,"unreliable","exp1a_s11_GG_u","GG","GG","G","G","G","G"
"xna1iwtpt",14,14,"unreliable","exp1a_s14_NG_u","NG","NG","N","G","N","G"
"xna1iwtpt",15,7,"unreliable","exp1a_s7_NP_u","NP","PP","N","P","P","P"
"xna1iwtpt",16,4,"unreliable","exp1a_s4_GP_u","GP","GP","G","P","G","P"
"xna1iwtpt",17,2,"unreliable","exp1a_s2_GG_u","GG","GG","G","G","G","G"
"xna1iwtpt",18,8,"unreliable","exp1a_s8_PG_u","PG","GN","P","G","G","N"
"ye626eypb",1,15,"unreliable","exp1a_s15_NN_u","NN","NN","N","N","N","N"
"ye626eypb",2,9,"unreliable","exp1a_s9_PN_u","PN","PN","P","N","P","N"
"ye626eypb",3,5,"unreliable","exp1a_s5_NG_u","NG","NN","N","G","N","N"
"ye626eypb",4,16,"unreliable","exp1a_s16_NP_u","NP","PP","N","P","P","P"
"ye626eypb",5,13,"unreliable","exp1a_s13_GP_u","GP","NP","G","P","N","P"
"ye626eypb",6,14,"unreliable","exp1a_s14_NG_u","NG","NG","N","G","N","G"
"ye626eypb",7,12,"unreliable","exp1a_s12_GN_u","GN","GN","G","N","G","N"
"ye626eypb",8,17,"unreliable","exp1a_s17_PG_u","PG","PP","P","G","P","P"
"ye626eypb",9,10,"unreliable","exp1a_s10_PP_u","PP","PP","P","P","P","P"
"ye626eypb",10,18,"unreliable","exp1a_s18_PN_u","PN","PP","P","N","P","P"
"ye626eypb",11,3,"unreliable","exp1a_s3_GN_u","GN","GG","G","N","G","G"
"ye626eypb",12,8,"unreliable","exp1a_s8_PG_u","PG","PG","P","G","P","G"
"ye626eypb",13,7,"unreliable","exp1a_s7_NP_u","NP","PP","N","P","P","P"
"ye626eypb",14,4,"unreliable","exp1a_s4_GP_u","GP","GP","G","P","G","P"
"ye626eypb",15,11,"unreliable","exp1a_s11_GG_u","GG","GG","G","G","G","G"
"ye626eypb",16,1,"unreliable","exp1a_s1_PP_u","PP","PP","P","P","P","P"
"ye626eypb",17,2,"unreliable","exp1a_s2_GG_u","GG","GG","G","G","G","G"
"ye626eypb",18,6,"unreliable","exp1a_s6_NN_u","NN","GN","N","N","G","N"
"nf6hvb2m1",1,5,"unreliable","exp1a_s5_NP_u","NP","NN","N","P","N","N"
"nf6hvb2m1",2,10,"unreliable","exp1a_s10_GN_u","GN","GN","G","N","G","N"
"nf6hvb2m1",3,14,"unreliable","exp1a_s14_NP_u","NP","NP","N","P","N","P"
"nf6hvb2m1",4,7,"unreliable","exp1a_s7_PN_u","PN","GN","P","N","G","N"
"nf6hvb2m1",5,9,"unreliable","exp1a_s9_GG_u","GG","GN","G","G","G","N"
"nf6hvb2m1",6,3,"unreliable","exp1a_s3_NG_u","NG","NN","N","G","N","N"
"nf6hvb2m1",7,1,"unreliable","exp1a_s1_GN_u","GN","GN","G","N","G","N"
"nf6hvb2m1",8,13,"unreliable","exp1a_s13_NN_u","NN","NN","N","N","N","N"
"nf6hvb2m1",9,18,"unreliable","exp1a_s18_GG_u","GG","NN","G","G","N","N"
"nf6hvb2m1",10,12,"unreliable","exp1a_s12_NG_u","NG","NG","N","G","N","G"
"nf6hvb2m1",11,16,"unreliable","exp1a_s16_PN_u","PN","PN","P","N","P","N"
"nf6hvb2m1",12,17,"unreliable","exp1a_s17_PP_u","PP","PP","P","P","P","P"
"nf6hvb2m1",13,15,"unreliable","exp1a_s15_PG_u","PG","PG","P","G","P","G"
"nf6hvb2m1",14,2,"unreliable","exp1a_s2_GP_u","GP","GP","G","P","G","P"
"nf6hvb2m1",15,6,"unreliable","exp1a_s6_PG_u","PG","PN","P","G","P","N"
"nf6hvb2m1",16,8,"unreliable","exp1a_s8_PP_u","PP","NP","P","P","N","P"
"nf6hvb2m1",17,11,"unreliable","exp1a_s11_GP_u","GP","NP","G","P","N","P"
"nf6hvb2m1",18,4,"unreliable","exp1a_s4_NN_u","NN","PN","N","N","P","N"
"3gawlasmo",1,10,"reliable","exp1a_s10_NN_r","NN","NP","N","N","N","P"
"3gawlasmo",2,4,"reliable","exp1a_s4_PN_r","PN","PN","P","N","P","N"
"3gawlasmo",3,7,"reliable","exp1a_s7_GN_r","GN","GN","G","N","G","N"
"3gawlasmo",4,9,"reliable","exp1a_s9_NG_r","NG","NG","N","G","N","G"
"3gawlasmo",5,14,"reliable","exp1a_s14_PP_r","PP","PP","P","P","P","P"
"3gawlasmo",6,18,"reliable","exp1a_s18_NG_r","NG","NG","N","G","N","G"
"3gawlasmo",7,13,"reliable","exp1a_s13_PN_r","PN","PN","P","N","P","N"
"3gawlasmo",8,2,"reliable","exp1a_s2_NP_r","NP","NP","N","P","N","P"
"3gawlasmo",9,15,"reliable","exp1a_s15_GG_r","GG","GG","G","G","G","G"
"3gawlasmo",10,1,"reliable","exp1a_s1_NN_r","NN","NN","N","N","N","N"
"3gawlasmo",11,3,"reliable","exp1a_s3_PG_r","PG","PG","P","G","P","G"
"3gawlasmo",12,16,"reliable","exp1a_s16_GN_r","GN","GN","G","N","G","N"
"3gawlasmo",13,5,"reliable","exp1a_s5_PP_r","PP","PP","P","P","P","P"
"3gawlasmo",14,6,"reliable","exp1a_s6_GG_r","GG","GG","G","G","G","G"
"3gawlasmo",15,8,"reliable","exp1a_s8_GP_r","GP","GP","G","P","G","P"
"3gawlasmo",16,11,"reliable","exp1a_s11_NP_r","NP","NP","N","P","N","P"
"3gawlasmo",17,17,"reliable","exp1a_s17_GP_r","GP","NP","G","P","N","P"
"3gawlasmo",18,12,"reliable","exp1a_s12_PG_r","PG","PG","P","G","P","G"
"cs6mjzcme",1,4,"reliable","exp1a_s4_GP_r","GP","GP","G","P","G","P"
"cs6mjzcme",2,11,"reliable","exp1a_s11_GG_r","GG","GN","G","G","G","N"
"cs6mjzcme",3,13,"reliable","exp1a_s13_GP_r","GP","GP","G","P","G","P"
"cs6mjzcme",4,12,"reliable","exp1a_s12_GN_r","GN","GN","G","N","G","N"
"cs6mjzcme",5,1,"reliable","exp1a_s1_PP_r","PP","PP","P","P","P","P"
"cs6mjzcme",6,14,"reliable","exp1a_s14_NG_r","NG","NG","N","G","N","G"
"cs6mjzcme",7,7,"reliable","exp1a_s7_NP_r","NP","NP","N","P","N","P"
"cs6mjzcme",8,10,"reliable","exp1a_s10_PP_r","PP","PP","P","P","P","P"
"cs6mjzcme",9,3,"reliable","exp1a_s3_GN_r","GN","GN","G","N","G","N"
"cs6mjzcme",10,8,"reliable","exp1a_s8_PG_r","PG","PG","P","G","P","G"
"cs6mjzcme",11,9,"reliable","exp1a_s9_PN_r","PN","PN","P","N","P","N"
"cs6mjzcme",12,15,"reliable","exp1a_s15_NN_r","NN","NP","N","N","N","P"
"cs6mjzcme",13,17,"reliable","exp1a_s17_PG_r","PG","PG","P","G","P","G"
"cs6mjzcme",14,6,"reliable","exp1a_s6_NN_r","NN","PN","N","N","P","N"
"cs6mjzcme",15,18,"reliable","exp1a_s18_PN_r","PN","NN","P","N","N","N"
"cs6mjzcme",16,2,"reliable","exp1a_s2_GG_r","GG","GG","G","G","G","G"
"cs6mjzcme",17,16,"reliable","exp1a_s16_NP_r","NP","NP","N","P","N","P"
"cs6mjzcme",18,5,"reliable","exp1a_s5_NG_r","NG","GN","N","G","G","N"
"z3a8o9ap4",1,16,"unreliable","exp1a_s16_GN_u","GN","GN","G","N","G","N"
"z3a8o9ap4",2,3,"unreliable","exp1a_s3_PG_u","PG","PG","P","G","P","G"
"z3a8o9ap4",3,10,"unreliable","exp1a_s10_NN_u","NN","PN","N","N","P","N"
"z3a8o9ap4",4,8,"unreliable","exp1a_s8_GP_u","GP","NP","G","P","N","P"
"z3a8o9ap4",5,9,"unreliable","exp1a_s9_NG_u","NG","GG","N","G","G","G"
"z3a8o9ap4",6,2,"unreliable","exp1a_s2_NP_u","NP","GP","N","P","G","P"
"z3a8o9ap4",7,14,"unreliable","exp1a_s14_PP_u","PP","PP","P","P","P","P"
"z3a8o9ap4",8,11,"unreliable","exp1a_s11_NP_u","NP","NP","N","P","N","P"
"z3a8o9ap4",9,17,"unreliable","exp1a_s17_GP_u","GP","GP","G","P","G","P"
"z3a8o9ap4",10,7,"unreliable","exp1a_s7_GN_u","GN","GN","G","N","G","N"
"z3a8o9ap4",11,1,"unreliable","exp1a_s1_NN_u","NN","PP","N","N","P","P"
"z3a8o9ap4",12,15,"unreliable","exp1a_s15_GG_u","GG","GG","G","G","G","G"
"z3a8o9ap4",13,18,"unreliable","exp1a_s18_NG_u","NG","NG","N","G","N","G"
"z3a8o9ap4",14,5,"unreliable","exp1a_s5_PP_u","PP","PP","P","P","P","P"
"z3a8o9ap4",15,4,"unreliable","exp1a_s4_PN_u","PN","PN","P","N","P","N"
"z3a8o9ap4",16,6,"unreliable","exp1a_s6_GG_u","GG","GG","G","G","G","G"
"z3a8o9ap4",17,13,"unreliable","exp1a_s13_PN_u","PN","PP","P","N","P","P"
